Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	O	S	B	T	=	X
bdNATTraversalPacket::~bdNATTraversalPacket(void)	.text	009E7750	0000005B	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::bdNATTypeDiscoveryClient(void)	.text	009E6D10	0000007C	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::getNATType(void)	.text	009E6B80	0000003A	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::init(bdSocket *,bdAddr const &,bdNATTypeDiscoveryConfig)	.text	009E7360	000000E6	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::isRunning(void)	.text	009E6B60	0000001B	00000000		R	F	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::pump(bdAddr,uchar * const,int)	.text	009E7450	00000084	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::pumpActiveTest(void)	.text	009E7190	000001C0	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::quit(void)	.text	009E6AF0	0000004F	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::receiveReplies(bdAddr,uchar * const,int)	.text	009E70E0	000000B0	00000020	00000014	R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::sendForTest1(void)	.text	009E6D90	00000040	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::sendForTest2(void)	.text	009E6DD0	00000040	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::sendForTest3(void)	.text	009E6E10	00000048	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::sendNATTypeDiscoveryPacket(bdNATTypeDiscoveryPacket::bdNATTypeDiscoveryPacketRequest,bdAddr const &)	.text	009E6BC0	000000EA	00000518	0000000C	R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryClient::~bdNATTypeDiscoveryClient(void)	.text	009E6A80	00000065	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryConfig::bdNATTypeDiscoveryConfig(void)	.text	009E7500	00000014	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryConfig::sanityCheckConfig(void)	.text	009E7520	00000088	00000000		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryPacket::bdNATTypeDiscoveryPacket(bdNATTypeDiscoveryPacket::bdNATTypeDiscoveryPacketRequest)	.text	009EF3F0	00000020	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryPacket::serialize(void *,uint,uint,uint &)	.text	009EF410	0000008E	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryPacketReply::bdNATTypeDiscoveryPacketReply(void)	.text	009EF4C0	0000005B	000000A0		R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryPacketReply::deserialize(void const *,uint,uint,uint &)	.text	009EF520	0000016A	00000000	0000008C	R	.	.	.	.	.	.	T	.	.
bdNATTypeDiscoveryPacketReply::getType(void)	.text	009EF4A0	00000005	00000000		R	.	.	.	.	.	.	T	.	.
bdNetImpl::`scalar deleting destructor'(uint)	.text	009DA800	00000010	00000000	0000835B	R	.	.	.	.	.	.	T	.	.
bdNetImpl::bdNetImpl(void)	.text	009D9230	0000003B	00000000		R	.	.	.	.	.	.	T	.	.
bdNetImpl::findFreePort(bdAddr &)	.text	009D8640	000001CE	00000040	00000008	R	.	.	.	.	.	.	T	.	.
bdNetImpl::getBindAddr(bdAddr &)	.text	009D8940	0000011D	0000000C	0000005C	R	.	.	.	.	.	.	T	.	.
bdNetImpl::getLocalCommonAddr(void)	.text	009D8860	000000D6	00000000	0000005C	R	.	.	.	.	.	.	T	.	.
bdNetImpl::getSocketRouter(void)	.text	009D8810	00000004	00000000		R	.	.	.	.	.	.	T	.	.
bdNetImpl::getStatus(void)	.text	009D85A0	00000007	00000000	00004C3B	R	.	.	.	.	.	.	T	.	.
bdNetImpl::pump(void)	.text	009D98E0	0000011F	00000604	00000020	R	.	.	.	.	.	.	T	.	.
bdNetImpl::receiveAll(void)	.text	009D85F0	0000003C	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
bdNetImpl::sendAll(void)	.text	009D85B0	0000003B	00000000	00000048	R	.	.	.	.	.	.	T	.	.
bdNetImpl::start(bdNetStartParams const &)	.text	009D9450	00000240	00000038	00000064	R	.	.	.	.	.	.	T	.	.
bdNetImpl::stop(void)	.text	009D8BA0	000000A3	00000008	00000014	R	.	.	.	.	.	.	T	.	.
bdNetImpl::~bdNetImpl(void)	.text	009D92E0	0000016A	00000000	0000005C	R	.	.	.	.	.	.	T	.	.
bdNetStartParams::bdNetStartParams(bdNetStartParams const &)	.text	009D90D0	0000019E	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdNetStartParams::operator=(bdNetStartParams const &)	.text	009D9030	00000004	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdNetStartParams::~bdNetStartParams(void)	.text	005612F0	00000183	00000000		R	.	.	.	.	.	.	T	.	.
bdNotification::`vector deleting destructor'(uint)	.text	009C3740	00000022	00000000	00000070	R	.	.	.	.	.	.	T	.	.
bdNotification::bdNotification(void)	.text	009C3700	00000014	00000000		R	.	.	.	.	.	.	T	.	.
bdNotification::deserialize(bdReference<bdByteBuffer>)	.text	009C3770	0000010A	00000010	00000088	R	.	.	.	.	.	.	T	.	.
bdNotification::sizeOf(void)	.text	009C3730	00000009	00000000	00000064	R	.	.	.	.	.	.	T	.	.
bdNotification::~bdNotification(void)	.text	009C3720	0000000D	00000000		R	.	.	.	.	.	.	T	.	.
bdPacket::`vector deleting destructor'(uint)	.text	00B15D40	00000021	00000000	00000038	R	.	.	.	.	.	.	T	.	.
bdPacket::addChunk(bdReference<bdChunk>)	.text	00B15B50	0000009A	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdPacket::bdPacket(uint,uint)	.text	00B15C10	00000036	00000000	00000028	R	.	.	.	.	.	.	T	.	.
bdPacket::bdPacket(void)	.text	00B15BF0	00000020	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
bdPacket::deserialize(uchar const *,uint)	.text	00B156E0	00000470	0000001C	00000064	R	.	.	.	.	.	.	T	.	.
bdPacket::getNextChunk(bdReference<bdChunk> &)	.text	00B15CD0	00000070	00000000	00000038	R	.	.	.	.	.	.	T	.	.
bdPacket::isEmpty(void)	.text	00B15630	0000000C	00000000		R	.	.	.	.	.	.	T	.	.
bdPacket::serialize(uchar *,uint)	.text	00B153B0	00000276	00000044	00000010	R	.	.	.	.	.	.	T	.	.
bdPacket::~bdPacket(void)	.text	00B15C50	00000080	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
bdPacketBuffer::bufferPacket(uint,void *,uint)	.text	009ED620	00000072	00000000	00000010	R	.	.	.	.	.	.	T	.	.
bdPacketBuffer::clearAll(void)	.text	009ED420	0000001E	00000000		R	.	.	.	.	.	.	T	.	.
bdPacketBuffer::clearBuffer(uint)	.text	009ED6A0	00000027	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdPacketBuffer::findBuffer(uint,bool)	.text	009ED440	0000004B	00000000	00000009	R	.	.	.	.	.	.	T	.	.
bdPacketBuffer::flushBuffer(bdEndpoint,bdDTLSAssociation *,bdAddr const &)	.text	009ED6D0	0000010B	00000010	00000018	R	.	.	.	.	.	.	T	.	.
bdPacketBufferInternal::bufferPacket(void *,uint)	.text	009ED4A0	00000094	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdPacketBufferInternal::clearBuffer(void)	.text	009ED3F0	0000000F	00000000		R	.	.	.	.	.	.	T	.	.
bdPacketBufferInternal::flushBuffer(bdDTLSAssociation *,bdAddr const &,bdSecurityID)	.text	009ED540	000000D7	00000024	00000014	R	.	.	.	.	.	.	T	.	.
bdPacketBufferInternal::getKey(void)	.text	009ED400	00000007	00000000		R	.	.	.	.	.	.	T	.	.
bdPacketBufferInternal::setKey(uint)	.text	009ED410	00000010	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdPacketInterceptor::`vector deleting destructor'(uint)	.text	009EF1C0	00000021	00000000		R	.	.	.	.	.	.	T	.	.
bdPacketInterceptor::bdPacketInterceptor(void)	.text	009EF1A0	0000000A	00000000		R	.	.	.	.	.	.	T	.	.
bdPacketInterceptor::~bdPacketInterceptor(void)	.text	009EF1B0	00000008	00000000		R	.	.	.	.	.	.	T	.	.
bdPendingBufferTransfer::bdPendingBufferTransfer(bdPendingBufferTransfer const &)	.text	009D4300	00000047	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdPendingBufferTransfer::bdPendingBufferTransfer(bdReference<bdByteBuffer>,uint)	.text	009D4290	00000065	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdPendingBufferTransfer::bdPendingBufferTransfer(bdReference<bdTaskByteBuffer>,uint)	.text	009D41E0	000000AF	00000048	0000000C	R	.	.	.	.	.	.	T	.	.
bdPendingBufferTransfer::getAvail(void)	.text	009EF010	00000005	00000000		R	.	.	.	.	.	.	T	.	.
bdPendingBufferTransfer::~bdPendingBufferTransfer(void)	.text	009D4350	00000087	00000000	00000050	R	.	.	.	.	.	.	T	.	.
bdPerformanceValue::`vector deleting destructor'(uint)	.text	009C41E0	00000091	00000000	0000008E	R	.	.	.	.	.	.	T	.	.
bdPerformanceValue::bdPerformanceValue(void)	.text	009C4180	00000020	00000000	00000088	R	.	.	.	.	.	.	T	.	.
bdPerformanceValue::deserialize(bdReference<bdByteBuffer>)	.text	009C4210	000000EA	0000001C	00000300	R	F	.	.	.	.	.	T	.	.
bdPerformanceValue::serialize(bdByteBuffer &)	.text	009C41B0	0000002E	00000000	00000080	R	.	.	.	.	.	.	T	.	.
bdPerformanceValue::sizeOf(void)	.text	009CD5C0	00000007	00000000		R	.	.	.	.	.	.	T	.	.
bdPerformanceValue::~bdPerformanceValue(void)	.text	009C41A0	0000000C	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
bdPlatformMutex::createMutex(void)	.text	009DE170	00000010	00000000		R	.	.	.	.	.	.	T	.	.
bdPlatformMutex::destroy(void * &)	.text	009DE1C0	0000001C	00000000	00000114	R	.	.	.	.	.	.	T	.	.
bdPlatformMutex::lock(void * &)	.text	009DE180	00000016	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdPlatformMutex::unlock(void * &)	.text	009DE1A0	00000011	00000000	0000010C	R	.	.	.	.	.	.	T	.	.
bdPlatformSemaphore::createSemaphore(uint,uint)	.text	00B17FA0	00000019	00000000	00000010	R	.	.	.	.	.	.	T	.	.
bdPlatformSemaphore::destroy(void * &)	.text	00B17FC0	00000020	00000000	00000028	R	.	.	.	.	.	.	T	.	.
bdPlatformSemaphore::release(void * &)	.text	00B17FE0	00000022	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdPlatformSemaphore::wait(void * &)	.text	00B18000	00000018	00000000	00000010	R	.	.	.	.	.	.	T	.	.
bdPlatformSocket::close(int &)	.text	009DDC40	0000002D	00000000	000000E5	R	.	.	.	.	.	.	T	.	.
bdPlatformSocket::create(bool,bool)	.text	009DD710	00000070	00000004	0000000C	R	.	.	.	.	.	.	T	.	.
bdPlatformSocket::getHostByName(char const * const,bdInAddr *,uint,int)	.text	009DDC70	000000E8	00000008	000000C9	R	.	.	.	.	.	.	T	.	.
bdPlatformSocket::receiveFrom(int,bdInAddr &,ushort &,void *,uint)	.text	009DDA50	000001EB	00000018	000000B0	R	.	.	.	.	.	.	T	.	.
bdPlatformSocket::sendTo(int,bdInAddr,ushort,void const *,uint)	.text	009DD880	000000DB	00000000	00000018	R	.	.	.	.	.	.	T	.	.
bdPlatformStreamSocket::checkSocketException(int)	.text	00B17AD0	00000144	00000110	00000018	R	.	.	.	.	.	.	T	.	.
bdPlatformStreamSocket::connect(int,bdInAddr,ushort)	.text	00B17910	000001B8	00000014	00000024	R	.	.	.	.	.	.	T	.	.
bdPlatformStreamSocket::create(bool)	.text	00B178C0	00000041	00000004	00000005	R	.	.	.	.	.	.	T	.	.
bdPlatformStreamSocket::getSocketAddr(int,bdInAddr &)	.text	00B17D10	00000068	00000038	00000010	R	.	.	.	.	.	.	T	.	.
bdPlatformStreamSocket::isWritable(int)	.text	00B17F80	00000018	00000004	00000020	R	.	.	.	.	.	.	T	.	.
bdPlatformStreamSocket::receive(int,void * const,uint)	.text	00B17E80	00000106	00000000	00000044	R	.	.	.	.	.	.	T	.	.
bdPlatformStreamSocket::send(int,void const * const,uint)	.text	00B17D80	00000100	00000000	00000070	R	.	.	.	.	.	.	T	.	.
bdPlatformThread::createThread(ulong (*)(void *),void *,void * &,int,uint,void *)	.text	00B18020	00000028	00000000	00000054	R	.	.	.	.	.	.	T	.	.
bdPlatformThread::deleteThread(void * &)	.text	00B18070	00000011	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdPlatformThread::startThread(void * &,void *,uint)	.text	00B18050	0000001A	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdPlatformTiming::getElapsedTime(unsigned __int64,unsigned __int64)	.text	009DE200	00000035	00000008	00000098	R	.	.	.	.	.	.	T	.	.
bdPlatformTiming::getHiResTimeStamp(void)	.text	009DE1E0	0000001B	00000008	00000151	R	.	.	.	.	.	.	T	.	.
bdPlatformTiming::getLoResElapsedTime(uint,uint)	.text	009DE260	00000035	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdPlatformTiming::getLoResTimeStamp(void)	.text	009DE250	00000006	00000000		R	.	.	.	.	.	.	T	.	.
bdPooledStorage::_postUploadFile(void)	.text	009C8A90	00000180	00000010	00000004	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::_postUploadSummary(void)	.text	009C8C10	000000FF	00000010	0000002C	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::_preDownload(void)	.text	009C8D10	00000050	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::_preDownloadSummary(void)	.text	009C8FD0	00000105	00000010	00000004	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::_preUpload(void)	.text	009C88A0	00000163	00000010	00000024	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::_preUploadSummary(void)	.text	009C8E20	00000039	00000010	00000004	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::`scalar deleting destructor'(uint)	.text	009C8740	00000025	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::bdPooledStorage(bdRemoteTaskManager * const)	.text	009C86A0	0000001F	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::download(unsigned __int64,bdDownloadInterceptor *,bdFileMetaData *,uint,uint)	.text	009C92C0	000001BE	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::downloadSummary(unsigned __int64,void *,uint,uint,uint)	.text	009C9660	000001D0	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::getFileID(void)	.text	009C8710	00000020	00000000	00000018	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::getMaxMetaDataSize(void)	.text	009C8730	00000009	00000000		R	.	.	.	.	.	.	T	.	.
bdPooledStorage::getPooledMetaDataByID(uint,unsigned __int64 const * const,bdFileMetaData * const)	.text	009C8770	00000130	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::handlePreHTTPComplete(void)	.text	009C86D0	00000028	00000000	00000018	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::isFileIDReady(void)	.text	009C8700	00000007	00000000		R	.	.	.	.	.	.	T	.	.
bdPooledStorage::upload(bdUploadInterceptor *,ushort,char const *,uint,bdTag *,bdFileID *,char const *)	.text	009C90E0	000001DB	00000000	00000024	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::uploadSummaryMetaData(unsigned __int64,void const *,uint,void const *,uint,uint,bdTag *)	.text	009C9480	000001E0	00000000	00000028	R	.	.	.	.	.	.	T	.	.
bdPooledStorage::~bdPooledStorage(void)	.text	009C86C0	00000004	00000000		R	.	.	.	.	.	.	T	.	.
bdPreCopyResult::`scalar deleting destructor'(uint)	.text	009D78D0	00000023	00000000	0000004C	R	.	.	.	.	.	.	T	.	.
bdPreCopyResult::bdPreCopyResult(void)	.text	009D78B0	00000020	00000000		R	.	.	.	.	.	.	T	.	.
bdPreCopyResult::deserialize(bdReference<bdByteBuffer>)	.text	009D7900	000000D4	00000008	00000018	R	.	.	.	.	.	.	T	.	.
bdPreCopyResult::reset(void)	.text	009D78A0	0000000D	00000000		R	.	.	.	.	.	.	T	.	.
bdPreCopyResult::sizeOf(void)	.text	009D7890	00000008	00000000		R	.	.	.	.	.	.	T	.	.
bdPreCopyResult::~bdPreCopyResult(void)	.text	009D7880	0000000B	00000000		R	.	.	.	.	.	.	T	.	.
bdPrintf(char const *,...)	.text	009DDF30	0000001E	00000000	0000010F	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::`scalar deleting destructor'(uint)	.text	009E6530	00000024	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::acceptPacket(bdSocket *,bdAddr,void *,uint,uchar)	.text	009E5600	00000180	00000054	000001A8	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::bdQoSProbe(void)	.text	009E6360	000000B2	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSProbe::bdQoSProbeEntryWrapper::bdQoSProbeEntryWrapper(bdQoSProbe::bdQoSProbeEntryWrapper const &)	.text	009E3AD0	0000009A	00000000	00000024	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::bdQoSProbeEntryWrapper::operator=(bdQoSProbe::bdQoSProbeEntryWrapper const &)	.text	009E3A30	00000095	00000000	00000024	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::bdQoSProbeEntryWrapper::~bdQoSProbeEntryWrapper(void)	.text	009E3D20	00000084	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::cancelProbes(void)	.text	009E6180	000000FD	0000002C		R	.	.	.	.	.	.	T	.	.
bdQoSProbe::disableListener(void)	.text	009E3A10	00000015	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::handleReply(bdQoSReplyPacket &,bdAddr &)	.text	009E5180	00000003	00000074	00005702	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::handleRequest(bdQoSRequestPacket &,bdAddr &)	.text	009E3DA0	000001EF	00000510	0000000C	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::init(bdSocket *,bdNATTravClient *,bdServiceBandwidthArbitrator *)	.text	009E4440	00000170	00000010	0000001C	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::listen(bdSecurityID const &,uchar *,uint)	.text	009E4920	00000054	00000000	00000030	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::onNATAddrDiscovery(bdReference<bdCommonAddr>,bdAddr const &)	.text	009E5E80	00000132	00000024	00000294	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::onNATAddrDiscoveryFailed(bdReference<bdCommonAddr>)	.text	009E5FC0	00000001	0000041C	00000004	R	F	.	.	.	.	.	T	.	.
bdQoSProbe::probe(bdQoSRemoteAddr &,bdQoSProbeListener *)	.text	009E5E40	00000022	00000000	00000298	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::probe(bdReference<bdCommonAddr>,bdSecurityID const &,bdSecurityKey const &,bdQoSProbeListener *)	.text	009E5A30	0000018F	0000004A	000003A0	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::pump(void)	.text	009E4C80	00000063	000005A4	00000028	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::quit(void)	.text	009E6500	00000053	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSProbe::shrinkSecId(bdSecurityID const &)	.text	009E3F90	00000040	00000004	00000008	R	.	.	.	.	.	.	T	.	.
bdQoSProbe::~bdQoSProbe(void)	.text	009E6430	000000C9	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSProbeInfo::operator=(bdQoSProbeInfo const &)	.text	005618B0	0000007B	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdQoSProbeInfo::~bdQoSProbeInfo(void)	.text	00561800	00000039	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdQoSProbeListener::`scalar deleting destructor'(uint)	.text	009E6580	00000023	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdQoSProbeListener::bdQoSProbeListener(void)	.text	009E6560	0000000C	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSProbeListener::~bdQoSProbeListener(void)	.text	009E6570	00000009	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSRemoteAddr::operator=(bdQoSRemoteAddr const &)	.text	00561840	0000006C	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::bdQoSReplyPacket(void)	.text	009EEB40	00000020	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::deserialize(void const *,uint,uint,uint &)	.text	009EED30	00000179	00000000	00000011	R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::getElapsedTime(void)	.text	009EEBA0	0000001C	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::getEnabled(void)	.text	009EEBD0	00000004	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::getHeaderSize(void)	.text	009EEEB0	00000030	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::getSerializedSize(void)	.text	009EEEE0	00000018	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::serialize(void *,uint,uint,uint &)	.text	009EEC10	0000011B	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::setData(uchar const *,uint)	.text	009EEF00	000000A2	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::setEnabled(bool)	.text	009EEB80	00000014	00000000	00000005	R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::setId(uint)	.text	009C9850	00000010	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::setTimestamp(unsigned __int64)	.text	009EEB60	00000014	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdQoSReplyPacket::~bdQoSReplyPacket(void)	.text	009EEBE0	0000002D	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSRequestPacket::bdQoSRequestPacket(uint,uint)	.text	009EEFB0	00000029	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdQoSRequestPacket::bdQoSRequestPacket(void)	.text	009EEFE0	00000013	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSRequestPacket::getTimestamp(void)	.text	009EF000	00000008	00000000		R	.	.	.	.	.	.	T	.	.
bdQoSRequestPacket::serialize(void *,uint,uint,uint &)	.text	009EF020	000000BB	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdQueue<bdEndpoint>::~bdQueue<bdEndpoint>(void)	.text	009E16A0	00000006	00000000		R	.	.	.	.	.	.	T	.	.
bdQueue<bdPendingBufferTransfer>::~bdQueue<bdPendingBufferTransfer>(void)	.text	009D4A90	00000005	00000000		R	.	.	.	.	.	.	T	.	.
bdQueue<bdUnicastConnection::bdControlChunkStore>::~bdQueue<bdUnicastConnection::bdControlChunkStore>(void)	.text	00B0F050	00000006	00000000	00000028	R	.	.	.	.	.	.	T	.	.
bdQueue<uint>::~bdQueue<uint>(void)	.text	009E48F0	0000002F	00000000	00000019	R	.	.	.	.	.	.	T	.	.
bdRSAKey::decrypt(uchar const *,ulong const &,uchar *,ulong &)	.text	00B166E0	000000B6	00000008	00000040	R	.	.	.	.	.	.	T	.	.
bdRSAKey::~bdRSAKey(void)	.text	00B166D0	00000010	00000000	00000018	R	.	.	.	.	.	.	T	.	.
bdRandom::bdRandom(void)	.text	00B16AF0	00000017	00000004	0000001C	R	.	.	.	.	.	.	T	.	.
bdRandom::nextUBytes(uchar * const,int)	.text	00B16A80	00000026	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdRandom::nextUInt(void)	.text	00B16A50	00000036	00000000	00000030	R	.	.	.	.	.	.	T	.	.
bdRandom::setSeed(uint)	.text	00B16AB0	00000040	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdRatingInfo::`vector deleting destructor'(uint)	.text	009CD630	00000023	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdRatingInfo::bdRatingInfo(void)	.text	009CD560	0000002A	00000000	00000034	R	.	.	.	.	.	.	T	.	.
bdRatingInfo::deserialize(bdReference<bdByteBuffer>)	.text	009CD660	0000002E	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
bdRatingInfo::serialize(bdByteBuffer &)	.text	009CD590	0000002B	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdRatingInfo::~bdRatingInfo(void)	.text	009CD580	0000000D	00000000		R	.	.	.	.	.	.	T	.	.
bdReceivedMessage::bdReceivedMessage(bdReference<bdMessage>,bdReference<bdConnection>)	.text	00B11410	000000CF	00000004	00000054	R	.	.	.	.	.	.	T	.	.
bdReferencable::`scalar deleting destructor'(uint)	.text	009BAF60	00000022	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdReferencable::~bdReferencable(void)	.text	009BDB00	00000007	00000000	00000030	R	.	.	.	.	.	.	T	.	.
bdReference<bdAddrHandle>::bdReference<bdAddrHandle>(bdReference<bdAddrHandle> &)	.text	0055F310	00000029	00000024	00000004	R	.	.	.	.	.	B	T	.	.
bdReference<bdByteBuffer>::operator=<bdTaskByteBuffer>(bdReference<bdTaskByteBuffer> const &)	.text	009D43D0	00000151	00000000	0000004C	R	.	.	.	.	.	.	T	.	.
bdReference<bdCommonAddr>::operator=(bdReference<bdCommonAddr> const &)	.text	00B11580	0000004B	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdReference<bdRemoteTask>::operator=(bdRemoteTask *)	.text	0055E300	00000040	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdReference<bdRemoteTask>::~bdReference<bdRemoteTask>(void)	.text	00B0E3F0	00000030	00000008		R	.	.	.	.	.	.	T	.	.
bdReliableReceiveWindow::add(bdReference<bdDataChunk>)	.text	00B11B90	000001BF	00000004	00000008	R	.	.	.	.	.	.	T	.	.
bdReliableReceiveWindow::bdReliableReceiveWindow(void)	.text	00B115D0	00000060	00000000		R	.	.	.	.	.	.	T	.	.
bdReliableReceiveWindow::calculateAck(void)	.text	00B11910	0000027D	000001D8	00000010	R	.	.	.	.	.	.	T	.	.
bdReliableReceiveWindow::getDataToSend(bdPacket &)	.text	00B116C0	00000036	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdReliableReceiveWindow::getNextToRead(void)	.text	00B11760	000001B0	000001D8	00000014	R	.	.	.	.	.	.	T	.	.
bdReliableReceiveWindow::~bdReliableReceiveWindow(void)	.text	00B11630	00000090	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::add(bdReference<bdDataChunk>)	.text	00B12650	00000130	00000020	00000014	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::bdMessageFrame::bdMessageFrame(bdReference<bdDataChunk>)	.text	00B11EF0	000000BB	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::bdMessageFrame::bdMessageFrame(void)	.text	00B11E90	00000055	00000000		R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::bdMessageFrame::operator=(bdReliableSendWindow::bdMessageFrame const &)	.text	00B12070	00000040	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::bdReliableSendWindow(void)	.text	00B11F90	00000019	00000000		R	.	.	.	.	.	.	T	.	.
